order_id,product_id,quantity,unit_price
483,105,2,202.59
923,80,2,555.12
905,154,3,1668.61
646,125,1,1050.9
438,190,4,921.47
679,77,5,1988.13
482,56,4,351.09
564,128,1,349.83
944,101,2,674.76
517,88,4,1318.15
909,60,3,206.63
802,33,5,972.52
148,88,1,937.59
808,35,2,1972.82
871,121,4,1618.92
238,140,1,1260.19
340,134,4,1750.85
832,96,3,722.3
595,200,5,142.77
408,20,2,1108.08
561,29,3,1620.08
233,120,1,1439.15
220,61,4,1000.32
705,154,4,456.11
249,138,1,1612.3
664,53,3,38.47
527,42,1,736.6
861,79,4,267.39
789,130,3,361.01
955,175,1,1882.89
36,89,5,335.27
676,109,4,1817.72
262,22,1,82.5
907,164,4,1979.75
472,136,4,32.47
157,91,2,646.57
488,97,4,503.18
655,51,2,1075.89
528,180,4,1921.48
181,170,5,1434.71
437,76,4,1158.29
742,74,4,1334.24
32,42,2,257.88
654,165,5,91.86
851,113,3,514.95
469,122,1,1988.76
51,59,5,1283.92
424,54,5,1076.76
956,178,2,1986.11
520,120,2,978.32
383,178,5,1332.97
356,144,5,855.65
692,52,3,541.83
33,91,3,363.37
673,106,1,331.66
927,54,3,1984.15
815,143,2,1572.38
920,92,2,935.52
835,188,4,353.98
511,64,4,1936.84
596,146,3,1255.14
804,186,5,153.45
363,82,3,1278.56
807,84,5,1109.71
399,106,2,686.17
614,189,1,1422.37
464,152,5,1087.56
579,152,4,195.11
144,116,2,365.89
91,120,3,805.81
894,197,5,854.42
297,138,4,1795.92
338,70,5,516.38
42,193,2,204.25
14,43,1,22.81
592,87,4,406.06
574,91,5,1991.22
482,101,2,327.99
146,157,5,764.01
227,42,3,866.49
836,107,4,1030.33
958,117,1,50.58
997,137,3,1641.64
479,200,2,64.3
127,58,1,535.64
100,139,5,332.77
780,144,2,1195.3
818,133,3,798.55
855,44,2,253.23
305,35,2,571.14
537,88,4,888.27
527,180,4,802.39
618,9,3,1974.64
35,79,4,390.35
223,124,3,1264.2
448,144,4,712.17
913,200,4,1323.58
973,85,1,307.14
99,51,3,1529.08
115,145,2,256.18
74,164,5,1130.86
908,25,3,1155.29
697,168,1,832.13
414,63,4,1759.95
689,40,1,93.24
839,152,1,378.93
578,24,4,1486.61
57,101,2,656.6
244,37,4,159.28
496,39,3,1826.62
34,191,3,1018.98
90,160,5,1494.98
804,179,5,740.57
990,159,3,314.07
785,131,5,651.38
401,42,4,1733.93
971,125,3,977.66
231,61,2,157.64
304,198,4,1458.85
466,83,2,244.58
539,150,5,731.79
811,182,2,1301.02
769,54,2,391.3
70,113,5,1148.09
216,67,1,849.29
51,73,2,421.09
828,89,4,253.35
723,22,3,1149.48
709,34,2,1014.42
505,159,5,929.18
284,76,5,565.86
518,153,1,1442.71
219,88,1,1680.82
272,38,1,184.6
600,104,2,1341.59
770,12,3,1860.95
158,75,5,778.7
662,153,2,922.44
727,29,4,880.52
865,186,2,481.39
612,76,3,813.85
770,195,3,1177.49
175,92,4,1880.18
629,64,2,501.12
134,47,3,319.7
80,153,1,447.96
721,21,5,704.34
633,190,2,1615.55
8,41,1,1611.33
411,103,2,1531.24
891,191,1,833.52
706,145,1,399.78
239,80,3,967.54
73,116,5,1599.67
244,24,4,1406.49
509,198,2,165.68
469,114,5,84.45
854,92,5,315.8
820,38,5,1755.92
842,155,1,1033.52
337,49,5,308.5
754,87,3,175.39
854,194,4,1043.23
174,22,1,613.9
396,190,5,833.23
729,193,4,771.8
557,17,4,1605.38
859,102,1,1094.67
316,133,1,1251.55
5,136,5,996.68
202,152,3,566.21
37,183,5,873.8
22,27,1,1363.85
990,32,3,1354.36
959,35,2,297.98
781,191,3,1616.08
741,164,3,1040.41
782,70,4,866.09
46,80,2,1103.96
32,71,4,207.36
431,25,4,1878.17
660,6,2,47.08
814,93,5,364.99
409,109,4,1713.83
563,4,4,1536.26
543,47,4,388.4
215,39,2,89.04
729,194,5,1973.01
577,96,3,876.6
594,143,2,1426.72
884,68,5,1028.77
788,194,3,1157.36
900,77,3,1342.35
930,82,3,44.32
719,63,4,1122.74
306,124,3,206.89
680,108,5,976.94
430,165,1,1973.58
56,115,4,84.23
66,108,1,1670.24
611,185,1,1102.39
676,153,1,1477.06
815,132,5,1233.0
215,179,3,1387.88
589,167,1,1642.78
196,79,3,1623.04
316,95,3,403.54
421,10,5,44.98
574,148,2,824.63
56,181,1,390.96
915,47,2,783.63
529,194,3,1001.76
668,1,1,636.63
592,190,2,1572.09
181,160,1,1866.6
795,28,1,494.71
772,170,4,232.03
485,147,1,1479.73
152,29,5,1313.5
188,68,5,148.19
556,197,5,1072.98
346,26,2,1365.65
442,7,1,1850.0
712,46,5,1131.09
997,170,5,1745.34
420,112,1,904.67
577,142,1,1093.13
902,158,2,1973.55
241,41,3,620.6
31,84,1,1647.65
297,51,2,1765.71
852,156,3,1928.22
737,28,5,268.63
304,97,2,388.91
630,94,4,1992.62
188,32,4,770.83
296,19,4,407.52
685,56,3,155.14
122,166,4,1673.95
575,40,4,1630.08
807,180,1,824.52
492,174,2,199.7
733,63,1,646.36
731,28,5,621.27
345,30,5,910.93
336,97,4,561.41
637,146,3,538.7
582,27,3,367.99
756,20,5,1729.64
122,13,3,1625.36
845,85,5,789.34
153,3,4,1540.05
556,86,5,615.13
800,97,3,666.34
219,160,3,1345.42
602,113,5,1776.33
923,159,2,419.26
717,139,2,599.11
775,73,4,1355.63
794,106,5,1427.29
941,25,2,885.03
516,198,5,785.29
444,178,3,1967.76
836,42,1,1592.92
591,178,3,1537.28
980,71,3,1223.16
723,43,1,720.28
173,117,5,360.27
702,127,3,1865.41
527,161,2,1273.62
444,104,5,1063.92
369,42,4,441.45
747,60,4,1060.74
966,146,5,1543.4
264,172,1,612.98
572,127,1,314.54
333,61,2,1300.3
783,150,3,1666.92
657,118,4,1331.26
199,69,2,900.99
437,61,4,1799.65
98,182,5,627.18
402,185,4,1334.29
31,40,2,1210.97
626,159,1,11.62
587,129,2,297.82
635,118,2,1513.18
69,61,5,1974.66
605,149,2,797.14
124,132,2,218.82
990,103,4,1691.2
391,20,1,1619.78
874,122,1,465.52
314,189,4,1461.03
237,173,3,816.77
162,58,5,1674.98
90,8,3,1928.48
279,119,1,780.99
931,43,5,1131.2
240,188,5,1614.37
3,18,3,820.67
435,58,3,1995.85
658,127,1,1933.23
510,5,1,1578.36
232,132,2,142.24
891,99,3,647.77
144,42,5,335.62
752,36,1,393.76
747,6,5,1056.95
676,144,2,510.4
379,196,1,1852.46
649,126,5,963.66
738,77,4,1625.09
249,196,1,542.32
966,179,4,1216.76
62,12,2,147.76
518,59,4,711.15
879,153,2,1837.21
130,5,2,1652.91
247,92,1,747.49
935,200,3,930.88
444,133,4,646.57
863,162,1,1133.06
307,107,2,518.06
246,138,4,1057.52
129,137,2,1631.55
387,148,2,559.13
554,6,5,990.06
551,20,3,659.67
200,96,3,532.25
132,104,5,639.08
546,137,3,1921.66
954,119,5,508.47
459,127,1,1605.57
553,141,1,1606.58
420,5,2,452.28
449,189,2,568.49
805,168,1,38.38
693,116,5,922.5
276,27,1,646.24
59,15,1,1505.55
420,148,5,1040.53
781,138,4,306.25
915,57,5,234.54
31,38,3,1815.25
560,115,3,84.32
17,116,3,701.79
456,31,2,1049.25
881,178,1,1469.62
854,159,1,1450.41
282,147,2,215.46
525,115,4,934.68
760,24,3,1256.14
495,117,4,1282.43
399,194,5,428.72
848,23,3,1092.86
380,47,3,775.61
954,111,3,1356.18
335,140,4,1732.96
866,14,2,1015.77
815,54,1,1106.01
383,34,5,1056.8
344,131,4,1166.77
156,118,1,1077.77
524,143,1,1247.28
400,67,3,365.5
219,100,3,1799.83
89,195,2,1707.15
196,135,3,1706.02
403,144,5,1920.76
114,90,4,313.01
508,51,2,1437.52
817,83,1,354.95
725,95,2,602.82
859,42,1,1815.97
416,75,4,1193.02
424,116,4,1342.61
992,125,3,1429.83
161,53,5,1723.84
175,167,4,1146.1
469,168,5,317.79
922,103,2,1885.88
925,147,4,1689.45
546,1,1,1331.49
728,87,4,1431.33
498,118,4,436.18
8,66,5,1277.75
745,53,3,586.01
458,130,5,1249.3
163,16,2,1730.82
253,15,5,1811.49
640,14,1,1778.06
12,54,1,1058.66
427,167,5,1090.6
677,194,1,1140.96
764,106,2,1866.15
299,116,3,446.96
556,195,3,1538.39
494,190,4,1162.92
531,77,4,955.58
206,124,1,1313.8
946,117,1,931.06
862,165,1,1351.3
348,48,4,765.71
687,134,1,1844.65
613,133,4,737.78
986,134,4,218.37
489,81,3,220.37
715,159,2,1169.78
648,46,1,1530.98
486,158,1,764.58
530,189,2,1328.87
189,158,4,1525.32
460,31,5,167.3
479,169,4,1548.45
754,110,1,1088.43
961,100,5,1323.12
492,13,2,1003.65
601,122,3,304.96
291,26,5,497.94
623,196,4,565.37
871,130,2,600.16
772,155,2,257.7
619,137,4,258.36
642,73,2,838.6
414,51,4,1082.85
802,136,5,719.26
858,185,2,906.71
902,134,2,1016.33
643,3,2,377.48
503,78,4,821.28
784,14,4,424.46
530,154,1,1380.52
446,100,4,899.08
441,140,3,812.57
692,2,1,1668.49
520,36,5,593.48
358,16,4,199.73
752,20,4,471.45
411,24,2,591.22
531,29,4,1072.35
56,180,1,1386.54
933,152,2,459.94
405,181,3,120.14
723,133,1,1554.28
679,38,1,1306.51
206,68,4,104.71
576,198,4,1697.71
519,186,3,1240.27
727,182,4,310.15
625,105,2,1473.96
180,152,4,1210.5
75,180,5,473.22
393,186,3,674.26
499,125,1,374.69
415,7,1,1249.21
626,59,4,765.35
687,196,3,401.56
365,177,5,691.35
723,97,2,1417.25
786,79,2,984.24
329,76,4,1333.43
434,115,4,1866.44
302,187,3,1958.01
270,18,3,1514.47
851,116,4,1489.2
240,175,4,323.56
426,194,5,1524.05
41,114,3,902.65
389,65,1,901.13
71,122,1,1284.77
913,195,3,1378.52
684,188,2,638.22
6,170,2,523.09
344,135,4,1455.64
148,17,3,1800.57
497,73,3,1344.58
727,130,3,1668.57
404,121,3,810.33
719,51,1,1419.84
362,81,1,1704.59
770,107,4,1174.02
266,169,5,828.12
683,156,4,483.0
610,60,2,1809.29
12,164,3,848.49
518,160,1,719.72
516,115,5,1574.27
623,28,2,318.06
540,133,2,1379.17
247,19,5,674.94
178,146,3,147.97
230,104,1,1316.16
832,143,3,1174.04
225,98,1,314.31
851,102,3,732.61
579,187,2,616.56
449,51,5,1322.04
322,39,5,893.85
402,146,4,700.42
211,136,1,1227.83
189,168,3,452.16
341,17,5,100.64
871,118,4,1611.97
940,178,2,1083.9
422,105,1,632.05
515,5,2,1706.52
722,161,3,1617.95
659,37,3,1386.54
372,10,2,475.53
472,92,2,395.33
887,45,2,1314.09
29,94,3,871.26
954,197,5,1807.21
227,90,5,1930.75
11,95,5,1617.21
637,46,1,1499.34
44,51,4,860.1
624,116,4,1487.25
92,13,4,1621.41
324,50,1,1529.98
145,102,5,1447.37
97,185,3,1929.07
528,124,4,378.42
821,191,2,762.91
187,161,2,322.14
55,52,3,978.55
676,160,1,668.36
670,19,4,1601.1
44,185,1,1233.63
974,120,2,862.66
673,147,1,739.9
969,125,4,1084.18
790,147,5,1929.71
546,173,3,717.63
767,133,5,1235.33
861,166,3,450.99
408,161,1,1189.11
676,47,1,1326.25
109,97,2,1078.68
998,66,2,543.5
252,187,2,405.44
703,107,4,1868.75
82,160,2,1463.11
748,44,1,1126.08
640,81,3,173.37
281,195,3,1965.08
456,88,1,966.62
655,159,5,1227.51
225,132,5,1279.89
462,59,2,220.61
911,185,5,1856.81
258,103,2,1122.33
18,191,1,538.71
722,173,3,234.69
203,51,3,1739.05
431,71,3,494.37
32,164,2,573.51
312,13,4,443.77
372,130,5,747.45
642,101,3,1133.71
736,40,2,665.32
37,131,5,41.19
942,167,5,292.91
348,4,3,1382.06
196,8,1,1309.85
313,199,5,1393.44
482,161,3,1907.53
997,193,4,1128.03
155,40,2,1050.45
274,127,5,1741.2
169,198,2,1941.91
945,5,5,1547.23
657,142,2,1419.3
873,130,5,1402.92
129,84,2,67.03
270,131,4,852.92
399,70,2,1635.34
720,160,2,1974.07
389,36,4,1362.05
264,72,4,702.82
151,20,3,1620.52
100,112,5,713.08
48,91,5,1743.37
14,75,3,568.15
93,159,1,1235.49
792,169,2,1681.26
93,149,4,877.62
782,12,3,290.23
396,177,3,1713.82
534,155,5,1078.96
439,67,1,899.32
926,161,3,1699.48
70,156,3,899.82
694,182,3,1828.15
343,78,4,728.64
21,63,2,417.19
915,8,4,1159.04
349,100,1,1564.81
139,18,1,1366.14
229,5,2,685.29
645,11,4,1900.7
305,169,1,1516.4
529,95,5,1251.14
955,117,5,1352.78
445,190,1,90.51
590,73,5,1911.67
550,136,4,1238.68
983,154,3,1288.44
299,100,2,890.67
479,110,1,1811.49
749,47,2,376.85
693,50,5,1390.78
470,69,4,650.69
725,156,1,1003.59
705,3,3,663.33
307,47,3,1048.14
181,119,1,751.54
158,179,4,1728.75
352,168,3,1983.42
480,134,1,1849.28
991,198,3,150.3
114,108,5,1858.52
438,114,1,782.78
57,39,2,1257.04
802,38,5,702.23
98,153,3,679.42
700,151,3,79.26
752,184,3,63.21
634,38,5,1022.77
187,61,1,1611.32
471,98,5,395.58
687,99,2,55.1
958,159,1,85.21
294,157,4,1212.43
218,107,5,78.56
131,4,3,1595.78
223,93,5,778.31
350,125,4,259.29
797,141,5,1389.71
568,158,5,1335.44
967,4,1,1930.16
420,116,1,962.5
46,86,1,419.94
241,30,2,1911.72
859,110,4,1540.4
486,102,4,744.72
764,131,1,258.74
689,198,4,578.45
764,116,4,1083.99
231,41,1,821.52
225,115,2,1649.57
539,60,5,878.26
3,86,1,1143.93
866,39,1,481.66
360,196,3,930.06
397,158,4,1330.45
137,48,2,1933.02
217,199,4,216.21
998,103,5,760.97
67,67,2,955.64
312,60,5,996.58
925,27,2,1856.1
662,171,2,236.31
405,105,5,1585.72
888,84,2,1076.01
313,176,5,1988.94
917,49,2,1590.61
505,103,2,799.74
715,152,5,342.2
543,18,2,1659.32
354,9,4,1076.52
809,59,1,481.41
474,151,1,418.63
807,171,2,849.39
412,72,1,1466.65
73,127,4,652.99
563,78,1,673.02
53,166,4,197.93
428,121,4,1292.72
276,53,1,104.44
997,107,2,602.89
173,129,2,46.32
895,71,4,1781.56
1,164,2,1157.58
923,19,4,986.4
10,184,1,936.89
703,150,3,1915.91
786,20,5,180.96
37,39,4,1557.09
818,104,2,94.25
562,160,2,1857.27
675,131,5,123.12
684,188,2,139.72
688,14,2,91.88
945,64,4,1767.84
506,51,4,505.37
631,188,5,1184.32
665,14,1,740.09
86,22,5,1800.86
817,196,2,893.09
801,168,5,626.09
250,108,2,679.67
255,113,4,425.02
716,136,4,401.29
22,106,5,1675.88
747,50,4,1149.3
251,144,5,1255.26
586,193,1,662.25
385,172,5,1309.8
106,62,2,1601.21
911,98,1,774.2
956,2,5,979.2
350,147,1,967.17
118,199,3,1319.83
104,120,2,702.89
983,125,5,961.95
219,123,4,213.5
267,12,1,1475.67
727,159,5,1748.84
939,71,4,1058.95
181,187,2,399.77
253,22,2,1856.3
437,135,4,378.25
425,12,4,1519.38
570,84,4,1105.15
554,111,2,1173.86
158,4,1,167.82
455,192,2,1958.48
392,101,5,1612.67
558,161,3,1498.49
278,74,4,1786.22
35,47,2,109.74
826,160,1,650.85
678,104,4,1391.54
358,159,1,622.87
398,109,5,414.29
558,13,4,1916.51
394,171,2,1813.18
1000,6,1,671.54
930,81,2,917.85
950,183,4,322.68
686,62,3,491.76
906,180,1,1879.29
940,88,1,1280.82
9,173,5,1750.0
332,9,3,142.18
750,63,1,447.89
761,175,2,1150.36
318,81,5,202.84
177,45,1,1189.66
891,127,2,1071.59
294,8,4,347.97
420,33,2,1550.92
48,194,3,1916.75
159,57,3,1793.85
