order_id,product_id,quantity,unit_price
228,121,2,938.87
594,112,4,1389.82
791,95,2,1730.96
28,94,2,753.67
226,45,4,208.13
909,81,2,463.53
898,149,4,1861.99
633,186,5,1150.11
383,87,3,454.01
469,10,1,923.79
523,108,4,50.95
686,189,3,390.51
78,85,3,1409.02
890,55,1,187.65
88,148,1,70.29
602,195,4,1486.36
646,116,1,723.66
956,22,1,1490.63
935,52,5,1067.51
826,39,3,459.95
172,135,1,1646.85
12,2,2,1394.29
900,146,5,82.8
539,147,4,1297.95
298,164,2,1526.66
331,183,2,151.2
79,66,3,124.68
995,98,5,1313.95
243,67,2,798.86
211,99,3,1441.94
318,69,4,145.14
530,65,4,1868.63
505,27,1,903.18
334,91,3,542.7
667,12,5,1460.59
587,64,1,1248.48
959,9,4,1130.35
140,170,2,1431.93
587,25,3,1587.19
890,90,5,1664.87
743,25,1,1626.91
912,159,1,1773.83
370,192,5,1173.52
52,54,3,624.51
605,176,4,1132.36
525,81,2,1025.37
506,80,3,385.87
222,72,5,1938.02
362,147,2,692.26
312,167,2,362.82
338,98,1,1445.37
273,125,3,1508.44
635,189,4,166.22
856,146,1,376.17
176,38,4,1076.45
469,38,1,543.97
589,90,1,188.68
504,180,4,652.12
695,62,5,1308.69
10,110,4,674.99
378,165,5,1361.89
849,42,1,156.45
294,10,2,230.48
962,45,5,357.03
39,133,5,1423.26
531,105,2,56.32
782,123,3,194.5
200,187,3,1776.98
970,87,3,849.2
231,29,4,319.99
994,120,1,555.93
926,156,1,1948.31
438,188,2,43.89
994,79,2,61.33
281,65,2,1586.04
635,107,3,821.46
598,93,1,244.83
437,27,4,270.83
376,144,3,397.2
22,180,4,1989.47
134,64,4,952.04
858,189,3,1088.73
483,170,4,634.14
310,91,2,1267.97
310,46,1,1720.65
910,153,5,50.11
682,98,1,322.73
846,169,4,622.33
878,128,4,1402.78
310,106,5,403.97
728,87,5,977.97
193,62,5,1253.92
704,200,4,1856.58
81,48,1,1290.38
619,33,4,770.36
281,177,5,1145.22
335,6,2,684.22
889,92,3,325.29
230,12,3,48.03
773,82,1,25.64
996,158,5,1531.84
344,87,1,931.02
720,23,5,492.11
691,200,5,821.26
539,11,1,1548.06
713,30,3,1559.41
408,191,2,1704.06
866,145,3,321.58
260,144,4,1728.4
5,125,5,1854.33
652,60,1,1360.03
654,191,4,1012.13
696,44,1,273.66
353,149,3,1427.55
556,167,1,76.34
82,165,1,381.86
60,69,3,683.8
789,55,2,1251.88
646,70,5,293.91
295,88,4,1899.5
594,167,4,986.69
319,115,2,767.68
256,32,4,478.65
753,184,4,1406.73
591,192,2,1377.75
22,53,4,910.34
108,57,5,1926.04
243,107,2,266.37
83,80,1,618.68
479,97,3,361.2
842,189,4,1406.48
862,115,3,466.36
162,176,4,1644.02
152,120,4,717.5
642,185,3,1273.45
934,85,5,1394.86
143,174,3,1866.46
266,39,2,592.79
860,82,5,1148.75
353,29,3,1533.8
432,90,4,1465.27
926,7,1,1718.05
630,155,5,1230.35
954,108,4,677.03
585,17,5,1549.99
693,146,2,1950.35
199,61,4,454.49
214,113,4,1974.69
162,23,1,119.91
615,89,2,1895.01
827,100,1,901.75
557,167,5,604.07
959,33,2,1986.04
665,92,4,463.38
320,14,3,1915.23
802,163,5,865.94
286,109,3,1868.93
729,49,1,977.6
318,187,3,305.22
310,139,4,1405.16
254,40,4,1272.1
158,187,1,1192.99
12,92,5,562.1
924,72,1,1512.76
815,134,1,1539.79
910,78,3,1776.74
498,23,5,20.85
176,140,3,1849.05
593,50,5,69.66
718,196,1,809.39
67,117,1,667.13
497,53,4,1711.4
656,90,4,1963.11
539,4,4,798.77
817,123,5,1656.98
916,196,1,1822.79
111,111,1,323.27
27,71,5,1591.3
455,187,4,1418.44
442,51,4,1888.66
335,131,3,1048.62
470,68,4,1224.14
991,8,4,328.5
754,22,1,781.45
49,147,2,1338.51
332,63,5,949.07
449,171,5,1881.5
974,156,5,1540.62
85,60,4,276.88
806,169,2,1374.28
27,124,3,1018.2
751,83,1,1919.22
214,191,4,973.66
890,12,1,1829.06
880,125,2,804.88
887,100,5,152.83
667,93,4,55.81
955,94,1,855.88
847,176,1,311.14
992,192,4,1216.44
770,148,1,1950.29
994,145,5,1525.07
233,10,5,1237.13
483,138,3,526.57
116,200,3,1125.12
290,33,4,1517.1
994,110,1,1811.73
680,13,3,1214.98
555,186,2,414.46
920,16,4,268.34
779,90,2,995.91
424,181,5,1069.87
425,193,4,622.34
37,103,3,84.9
105,9,2,1721.15
628,3,3,1052.47
109,130,4,697.65
405,122,5,1901.77
204,7,1,808.69
925,138,2,111.22
591,120,5,442.58
870,155,5,690.43
474,168,1,1674.07
424,105,2,1404.28
286,44,1,1581.17
796,133,2,847.21
266,14,5,1592.92
221,157,4,1561.06
967,38,1,1449.75
431,89,3,1803.82
906,1,5,1201.02
827,181,2,1451.18
993,47,2,1180.78
386,76,3,1510.8
781,90,3,992.67
436,50,4,74.95
756,48,2,798.42
504,15,2,467.44
712,47,1,846.63
456,97,1,899.81
59,18,1,1346.49
481,82,5,1188.61
268,66,3,373.66
170,81,5,697.37
946,137,3,829.26
744,120,4,1528.61
227,21,3,1407.54
803,41,5,47.62
640,173,1,1955.89
533,26,5,1769.42
241,117,2,1341.68
687,104,4,1772.26
867,68,3,1039.7
423,48,1,926.53
28,63,5,1914.13
393,43,2,1192.17
931,99,2,90.68
530,53,2,1037.37
277,44,5,350.7
901,78,4,1349.5
343,75,1,1335.43
983,125,5,1200.31
235,122,1,79.63
839,148,1,1262.64
194,34,5,74.09
865,18,4,1965.74
935,28,5,205.84
889,114,1,995.84
500,155,1,883.1
279,1,1,558.09
46,200,4,32.14
754,175,1,912.33
884,47,2,621.25
463,143,5,552.59
657,195,5,1998.65
652,58,1,1342.5
501,77,4,1745.28
861,145,1,191.68
601,70,1,531.1
133,20,5,1122.88
522,20,3,1232.43
189,124,1,749.21
104,107,1,1012.38
198,59,3,1855.79
897,123,3,433.04
821,187,4,1181.33
45,157,3,1559.41
827,154,1,1900.66
516,196,3,1784.43
164,159,4,1631.8
178,16,1,1821.45
284,93,1,982.17
612,196,1,621.08
871,71,4,58.84
551,68,1,1966.8
115,107,1,1154.28
72,104,2,376.42
815,101,1,1704.24
839,12,2,707.51
952,171,1,794.31
584,24,1,1991.88
818,50,5,219.77
330,12,2,1786.69
499,169,3,425.67
579,48,3,585.54
855,32,1,878.55
320,175,3,1475.4
968,38,4,1224.97
917,47,2,1515.55
438,151,5,1656.5
505,185,1,727.03
337,69,2,465.58
534,132,3,1775.26
705,58,2,1463.45
552,22,2,372.43
991,136,1,761.15
979,172,5,1428.09
584,69,4,1240.41
204,140,3,866.62
519,21,4,262.19
231,158,2,282.6
754,74,3,1419.97
956,159,1,1905.02
60,7,4,656.46
314,144,4,348.36
92,45,1,1522.99
322,92,2,1873.77
667,115,2,883.71
162,72,3,1607.26
458,51,2,519.66
435,155,3,927.18
567,102,5,384.17
294,100,3,391.81
753,80,1,618.28
811,193,1,818.54
108,167,3,698.66
583,136,2,1575.59
432,117,4,1382.52
302,133,4,396.07
17,116,4,708.61
318,84,5,361.17
945,55,5,820.94
429,82,4,1043.75
206,141,1,1767.05
907,48,1,1127.76
837,30,3,1676.42
91,46,5,249.34
706,105,1,1623.02
769,129,1,1908.72
741,108,4,1410.97
922,56,5,1344.72
290,22,4,251.29
626,44,5,1415.56
304,42,4,890.35
611,108,4,1449.89
923,154,1,1922.97
705,152,1,1420.25
127,191,5,691.13
649,178,1,1666.23
482,178,2,588.3
16,71,1,1458.89
240,110,4,1115.89
208,87,4,1535.16
373,53,5,849.72
652,112,5,1896.36
185,160,2,355.93
678,155,4,1925.37
316,164,1,726.04
367,124,4,1898.19
124,180,2,1722.76
892,55,3,784.8
649,176,1,1383.04
617,98,2,76.19
485,28,3,1284.41
224,14,4,39.18
251,18,5,1307.44
354,184,1,1341.67
459,59,1,1496.44
541,91,1,905.48
834,112,3,127.31
543,156,4,1005.58
418,13,2,535.66
825,178,1,456.11
771,180,2,891.69
32,27,1,881.44
460,176,4,927.0
875,137,3,1602.45
329,114,4,87.73
474,136,1,1974.27
926,199,1,1001.87
831,54,4,72.97
120,131,5,1533.14
269,97,2,1386.46
504,76,3,1636.42
819,175,2,1438.38
30,27,2,540.2
48,37,3,1154.72
886,54,5,1521.02
322,9,5,747.12
599,74,5,1567.97
852,116,1,1879.28
977,195,3,18.83
937,65,5,994.72
483,123,4,1982.89
969,9,5,1628.26
145,144,5,871.93
549,51,3,1120.66
290,148,2,1044.47
785,181,1,1516.95
742,21,2,1777.23
582,74,1,1552.7
390,63,5,1136.24
907,106,4,1104.49
968,69,1,133.72
118,101,4,545.88
607,144,5,1211.94
808,186,3,849.36
253,171,5,1378.64
611,135,2,938.56
589,194,2,1076.3
223,96,4,208.12
541,3,5,213.9
475,61,4,185.91
380,107,5,588.25
737,43,1,214.65
432,53,5,1150.82
661,156,2,1579.65
568,174,1,1090.85
989,114,2,982.95
582,55,3,571.16
956,54,5,1984.04
284,156,3,1905.23
504,52,1,1097.06
236,189,4,42.33
76,151,2,39.36
481,160,2,166.46
941,68,2,857.95
874,76,2,1877.29
76,167,5,1180.87
28,121,3,1798.08
87,15,3,169.23
217,142,5,1744.63
196,16,5,1124.36
507,126,5,70.76
568,167,5,1429.45
495,83,5,909.45
635,21,1,990.6
781,117,4,433.11
90,32,3,1690.01
451,63,5,391.38
840,89,4,529.61
836,88,5,309.13
92,49,2,1390.17
838,88,3,1207.31
476,6,4,797.76
204,30,5,840.6
215,25,4,1950.92
98,181,5,1431.68
606,73,1,1843.28
455,53,2,1838.62
756,156,2,777.77
383,140,4,1104.8
156,195,4,1165.26
996,28,5,483.54
515,148,5,666.89
301,72,3,1662.98
802,59,4,1710.59
512,115,2,39.25
429,89,5,872.27
107,128,2,1417.63
718,103,2,1814.05
97,31,1,401.55
713,178,5,298.4
716,73,3,732.21
962,111,5,1601.33
88,120,3,199.66
588,44,1,1107.4
855,40,4,1755.25
749,11,1,981.27
240,124,3,1472.94
757,29,4,983.19
662,32,4,1799.91
468,144,4,1552.56
575,145,2,918.83
813,156,5,1025.62
733,62,3,1650.32
821,42,5,1749.8
258,87,1,1246.19
963,56,5,530.87
148,65,3,618.43
706,24,5,985.25
599,142,4,1892.78
59,153,4,1350.92
795,175,1,647.56
647,88,5,35.54
136,33,4,1994.54
411,51,2,674.92
500,7,3,485.31
349,34,1,1032.88
592,159,5,166.42
323,126,5,1568.75
46,87,3,1893.83
258,96,3,1122.08
364,138,5,1220.94
233,138,1,1044.43
767,121,3,1234.25
706,191,2,722.12
629,110,2,1574.28
912,176,3,1079.11
692,113,2,474.66
702,40,5,269.27
601,99,5,1445.59
358,104,4,1589.27
630,77,4,1915.47
676,126,4,448.8
236,170,2,682.92
69,155,3,267.99
713,6,5,1142.89
350,60,2,1583.75
961,155,1,1090.98
649,35,5,834.23
50,43,5,903.75
675,193,2,240.51
750,119,4,1394.34
821,191,4,686.44
112,145,1,1852.21
208,29,2,1150.66
99,95,5,1881.25
340,168,2,1669.92
62,24,3,147.51
155,21,2,629.21
416,104,4,1663.66
823,8,3,366.88
288,148,5,1544.81
418,21,3,426.57
298,45,1,971.08
134,173,3,959.92
91,30,5,69.13
561,5,1,1580.96
268,169,2,542.76
62,49,1,367.64
648,3,5,1329.69
78,15,1,1662.95
943,50,1,1720.28
926,5,5,910.43
10,50,4,1640.5
202,118,2,1143.39
434,197,5,432.3
662,172,1,1659.34
436,141,2,1510.23
199,43,5,698.28
538,60,4,1727.45
265,40,3,1859.66
235,198,3,781.69
881,98,1,1865.63
879,84,2,1321.17
326,90,1,385.49
850,197,4,1790.39
435,42,3,256.9
824,63,2,1261.2
813,82,3,511.28
594,92,4,218.62
43,99,3,1328.26
476,69,3,55.12
686,90,5,477.8
193,49,4,124.86
820,100,1,401.71
8,31,3,1278.56
722,29,3,118.74
725,11,4,733.18
621,52,3,512.67
143,91,1,1492.25
608,40,3,1755.9
128,20,3,1455.67
138,192,3,951.58
606,157,4,1152.06
259,76,1,1447.47
820,192,4,1246.58
515,164,3,175.17
639,57,3,1971.97
415,93,1,1731.88
674,96,5,152.93
536,87,4,870.46
523,166,2,942.25
483,151,1,123.68
913,120,5,89.12
389,184,5,247.26
745,111,4,794.85
662,27,5,21.27
765,52,2,1309.04
802,185,2,428.59
914,13,3,355.6
462,21,5,373.41
426,170,1,239.27
550,44,2,1166.27
993,22,4,1607.04
183,192,1,793.7
204,114,5,1206.03
600,170,4,749.15
771,198,3,1512.65
170,65,2,943.58
921,110,5,1489.79
722,134,2,52.55
777,199,5,1926.51
69,72,2,1692.02
109,198,4,1321.96
174,9,1,722.6
160,133,3,864.72
864,85,4,1657.62
463,107,1,598.08
321,124,3,385.66
264,136,5,1900.13
366,98,4,1710.2
251,98,2,1117.3
564,78,3,1036.25
6,192,2,590.09
579,58,1,1451.66
694,91,4,1175.55
401,114,2,232.48
302,184,2,850.34
244,122,5,93.36
741,27,4,1232.07
607,131,2,423.96
911,161,5,290.63
298,64,4,731.76
223,37,3,1480.45
767,114,2,945.48
509,175,1,1367.6
825,11,3,857.11
330,152,2,1730.16
244,64,2,1394.84
751,32,2,1028.98
843,18,5,583.9
812,65,4,311.1
550,110,4,440.57
626,32,1,814.63
951,194,5,659.88
358,145,1,1246.74
135,115,4,1374.39
961,161,2,550.35
497,88,3,1225.12
761,180,1,284.51
283,167,4,849.82
346,56,2,1136.56
198,64,1,50.29
728,143,3,1756.91
277,152,1,1286.26
382,33,2,316.96
426,50,2,452.84
880,179,5,1793.38
672,49,1,715.11
39,47,2,1409.67
892,133,1,1920.42
998,59,3,509.22
459,101,1,832.26
815,159,2,1703.46
45,60,1,1814.67
612,53,3,1313.33
164,198,5,1955.45
739,168,1,348.07
839,24,1,852.11
843,52,3,234.73
126,164,1,1606.28
222,184,3,518.57
27,50,3,497.47
841,90,2,1649.39
677,110,2,1876.63
915,91,3,1293.29
457,63,5,1544.08
147,128,3,548.71
569,191,1,837.91
336,89,2,328.22
611,125,4,1840.61
168,56,4,596.98
271,21,4,1978.37
460,169,4,1839.46
662,190,3,13.45
24,122,4,1101.26
198,81,4,1208.02
743,23,4,133.66
806,95,4,1002.19
545,99,2,1989.39
381,199,4,1167.58
546,141,3,175.95
485,75,3,1329.91
941,47,1,1350.19
274,101,5,807.18
707,171,3,1807.56
884,182,4,1569.4
415,28,2,1596.92
448,89,3,1496.6
914,199,3,342.72
50,64,3,286.5
874,7,4,1504.71
217,25,5,249.56
255,26,1,19.46
839,200,1,1467.23
498,20,2,730.77
591,128,1,255.25
708,128,1,651.58
950,102,1,1274.41
704,107,3,1350.55
256,193,2,521.88
504,4,5,666.67
172,69,5,1605.33
547,30,5,1172.46
334,173,5,1198.51
361,28,3,1471.2
7,31,1,351.17
84,41,4,1814.41
929,80,1,113.92
758,169,1,420.51
260,185,4,835.31
850,61,3,1169.25
417,64,4,758.98
445,82,3,827.62
591,21,1,1999.09
72,183,5,1015.19
9,6,5,875.52
872,62,3,779.96
162,153,5,114.27
87,169,4,1500.76
691,119,1,540.28
116,45,3,1394.04
702,143,2,647.52
681,88,1,272.31
781,73,3,215.98
669,149,5,185.92
592,127,2,1934.18
857,88,2,490.41
37,157,3,1148.52
703,177,3,276.58
463,5,5,1185.4
60,39,5,1912.36
622,14,5,847.41
419,49,3,1857.18
477,99,2,1047.05
841,179,4,964.72
173,2,3,147.36
435,182,4,12.94
667,42,4,1657.25
86,79,3,967.42
295,189,3,311.93
52,102,1,519.81
284,29,3,68.6
508,118,3,93.79
597,12,5,1843.74
705,47,1,1264.76
551,95,1,1493.9
622,38,4,1044.61
855,160,1,1386.39
927,189,1,1723.26
804,74,4,102.49
99,21,2,263.41
921,109,1,166.05
467,3,1,184.57
31,126,3,352.1
695,195,5,872.76
713,57,5,409.6
966,67,3,41.97
793,137,4,349.09
294,129,1,1437.87
698,79,4,1335.13
355,200,2,1054.07
992,199,3,431.52
703,143,4,1958.09
754,20,3,1510.73
580,65,2,1842.92
756,169,4,1521.79
798,120,1,1214.29
138,48,5,1182.92
431,93,5,415.53
68,155,2,1868.89
973,80,4,369.68
92,181,3,948.51
746,145,5,1800.95
972,136,3,656.1
865,165,5,1216.88
376,75,2,979.46
477,101,1,1473.44
495,14,2,1525.33
819,145,4,181.72
489,148,5,278.05
136,174,4,861.87
563,112,1,218.91
704,4,4,1087.25
631,138,2,1195.21
962,152,3,1223.74
324,184,3,1499.26
176,57,4,1725.92
307,24,2,1805.42
347,54,1,1666.01
858,141,2,929.53
372,146,2,870.57
412,108,1,105.93
626,58,1,1204.99
956,84,2,106.81
418,62,1,405.56
793,29,3,762.71
328,50,2,1925.47
146,15,5,58.24
835,168,5,642.8
224,92,2,119.46
463,40,4,89.89
283,25,2,653.59
502,199,5,1515.04
354,10,1,1179.51
128,55,4,1950.55
